"특성별(1)","특성별(2)",안전도별(1),2018
"특성별(1)","특성별(2)",안전도별(1),범죄 위험
"전체","소계",매우 안전,1.5
"전체","소계",조금 안전,11.4
"전체","소계",보통,37.9
"전체","소계",약간 불안전,39.8
"전체","소계",매우 불안전,9.4
"구별","장안구",매우 안전,1.3
"구별","장안구",조금 안전,11.2
"구별","장안구",보통,35.9
"구별","장안구",약간 불안전,38.0
"구별","장안구",매우 불안전,13.6
"구별","권선구",매우 안전,0.3
"구별","권선구",조금 안전,10.8
"구별","권선구",보통,34.2
"구별","권선구",약간 불안전,44.7
"구별","권선구",매우 불안전,9.9
"구별","팔달구",매우 안전,0.6
"구별","팔달구",조금 안전,7.2
"구별","팔달구",보통,46.2
"구별","팔달구",약간 불안전,40.7
"구별","팔달구",매우 불안전,5.3
"구별","영통구",매우 안전,3.3
"구별","영통구",조금 안전,14.6
"구별","영통구",보통,39.0
"구별","영통구",약간 불안전,35.4
"구별","영통구",매우 불안전,7.7
"주택형태별","단독주택",매우 안전,2.3
"주택형태별","단독주택",조금 안전,14.4
"주택형태별","단독주택",보통,39.3
"주택형태별","단독주택",약간 불안전,36.7
"주택형태별","단독주택",매우 불안전,7.4
"주택형태별","아파트",매우 안전,2.6
"주택형태별","아파트",조금 안전,11.7
"주택형태별","아파트",보통,38.2
"주택형태별","아파트",약간 불안전,38.2
"주택형태별","아파트",매우 불안전,9.3
"주택형태별","연립·다세대주택",매우 안전,0.7
"주택형태별","연립·다세대주택",조금 안전,13.6
"주택형태별","연립·다세대주택",보통,37.8
"주택형태별","연립·다세대주택",약간 불안전,44.6
"주택형태별","연립·다세대주택",매우 불안전,3.3
"주택형태별","기타",매우 안전,0.0
"주택형태별","기타",조금 안전,17.9
"주택형태별","기타",보통,35.3
"주택형태별","기타",약간 불안전,29.6
"주택형태별","기타",매우 불안전,17.2
"성별","남자",매우 안전,2.0
"성별","남자",조금 안전,15.1
"성별","남자",보통,40.3
"성별","남자",약간 불안전,36.0
"성별","남자",매우 불안전,6.7
"성별","여자",매우 안전,1.0
"성별","여자",조금 안전,7.8
"성별","여자",보통,35.5
"성별","여자",약간 불안전,43.6
"성별","여자",매우 불안전,12.2
"연령별","15~19세",매우 안전,0.0
"연령별","15~19세",조금 안전,13.4
"연령별","15~19세",보통,37.3
"연령별","15~19세",약간 불안전,41.4
"연령별","15~19세",매우 불안전,7.9
"연령별","20~29세",매우 안전,2.3
"연령별","20~29세",조금 안전,11.1
"연령별","20~29세",보통,36.6
"연령별","20~29세",약간 불안전,38.4
"연령별","20~29세",매우 불안전,11.6
"연령별","30~39세",매우 안전,2.2
"연령별","30~39세",조금 안전,13.1
"연령별","30~39세",보통,33.2
"연령별","30~39세",약간 불안전,39.3
"연령별","30~39세",매우 불안전,12.2
"연령별","40~49세",매우 안전,1.6
"연령별","40~49세",조금 안전,11.8
"연령별","40~49세",보통,39.1
"연령별","40~49세",약간 불안전,38.8
"연령별","40~49세",매우 불안전,8.7
"연령별","50~59세",매우 안전,1.0
"연령별","50~59세",조금 안전,10.8
"연령별","50~59세",보통,42.3
"연령별","50~59세",약간 불안전,38.6
"연령별","50~59세",매우 불안전,7.4
"연령별","60세 이상",매우 안전,0.8
"연령별","60세 이상",조금 안전,9.3
"연령별","60세 이상",보통,38.4
"연령별","60세 이상",약간 불안전,43.6
"연령별","60세 이상",매우 불안전,8.0
"가구원수별","1인가구",매우 안전,3.5
"가구원수별","1인가구",조금 안전,12.3
"가구원수별","1인가구",보통,35.1
"가구원수별","1인가구",약간 불안전,40.8
"가구원수별","1인가구",매우 불안전,8.3
"가구원수별","2인가구",매우 안전,1.1
"가구원수별","2인가구",조금 안전,10.4
"가구원수별","2인가구",보통,37.1
"가구원수별","2인가구",약간 불안전,42.2
"가구원수별","2인가구",매우 불안전,9.2
"가구원수별","3인가구",매우 안전,1.5
"가구원수별","3인가구",조금 안전,11.1
"가구원수별","3인가구",보통,41.7
"가구원수별","3인가구",약간 불안전,36.6
"가구원수별","3인가구",매우 불안전,9.2
"가구원수별","4인가구",매우 안전,1.2
"가구원수별","4인가구",조금 안전,12.2
"가구원수별","4인가구",보통,36.2
"가구원수별","4인가구",약간 불안전,40.9
"가구원수별","4인가구",매우 불안전,9.5
"가구원수별","5인가구 이상",매우 안전,0.0
"가구원수별","5인가구 이상",조금 안전,11.0
"가구원수별","5인가구 이상",보통,40.2
"가구원수별","5인가구 이상",약간 불안전,36.4
"가구원수별","5인가구 이상",매우 불안전,12.5
