"특성별(1)","특성별(2)",평가정도별(1),2022
"특성별(1)","특성별(2)",평가정도별(1),범죄 위험
"전체","소계",매우 안전,3.4
"전체","소계",비교적 안전,32.7
"전체","소계",보통,43.2
"전체","소계",비교적 불안,18.1
"전체","소계",매우 불안,2.7
"권역별","장안구",매우 안전,1.6
"권역별","장안구",비교적 안전,26.1
"권역별","장안구",보통,50.1
"권역별","장안구",비교적 불안,20.4
"권역별","장안구",매우 불안,1.8
"권역별","권선구",매우 안전,3.3
"권역별","권선구",비교적 안전,35.1
"권역별","권선구",보통,33.8
"권역별","권선구",비교적 불안,23.2
"권역별","권선구",매우 불안,4.5
"권역별","팔달구",매우 안전,1.1
"권역별","팔달구",비교적 안전,21.5
"권역별","팔달구",보통,58.7
"권역별","팔달구",비교적 불안,16.1
"권역별","팔달구",매우 불안,2.6
"권역별","영통구",매우 안전,6.0
"권역별","영통구",비교적 안전,41.5
"권역별","영통구",보통,38.9
"권역별","영통구",비교적 불안,11.9
"권역별","영통구",매우 불안,1.7
"주택형태별","단독주택",매우 안전,3.2
"주택형태별","단독주택",비교적 안전,30.3
"주택형태별","단독주택",보통,43.5
"주택형태별","단독주택",비교적 불안,19.4
"주택형태별","단독주택",매우 불안,3.6
"주택형태별","아파트",매우 안전,4.3
"주택형태별","아파트",비교적 안전,38.5
"주택형태별","아파트",보통,40.6
"주택형태별","아파트",비교적 불안,15.0
"주택형태별","아파트",매우 불안,1.5
"주택형태별","연립?다세대주택",매우 안전,1.9
"주택형태별","연립?다세대주택",비교적 안전,24.3
"주택형태별","연립?다세대주택",보통,47.7
"주택형태별","연립?다세대주택",비교적 불안,23.4
"주택형태별","연립?다세대주택",매우 불안,2.7
"주택형태별","기타",매우 안전,0.0
"주택형태별","기타",비교적 안전,19.7
"주택형태별","기타",보통,58.7
"주택형태별","기타",비교적 불안,16.0
"주택형태별","기타",매우 불안,5.5
"성별","남자",매우 안전,4.4
"성별","남자",비교적 안전,34.6
"성별","남자",보통,43.1
"성별","남자",비교적 불안,16.0
"성별","남자",매우 불안,1.9
"성별","여자",매우 안전,2.3
"성별","여자",비교적 안전,30.7
"성별","여자",보통,43.2
"성별","여자",비교적 불안,20.1
"성별","여자",매우 불안,3.6
"연령별","15~19세",매우 안전,6.9
"연령별","15~19세",비교적 안전,41.5
"연령별","15~19세",보통,33.5
"연령별","15~19세",비교적 불안,14.0
"연령별","15~19세",매우 불안,4.0
"연령별","20~29세",매우 안전,4.4
"연령별","20~29세",비교적 안전,30.1
"연령별","20~29세",보통,43.2
"연령별","20~29세",비교적 불안,19.7
"연령별","20~29세",매우 불안,2.5
"연령별","30~39세",매우 안전,3.4
"연령별","30~39세",비교적 안전,33.3
"연령별","30~39세",보통,42.4
"연령별","30~39세",비교적 불안,18.2
"연령별","30~39세",매우 불안,2.9
"연령별","40~49세",매우 안전,2.6
"연령별","40~49세",비교적 안전,37.6
"연령별","40~49세",보통,40.3
"연령별","40~49세",비교적 불안,16.1
"연령별","40~49세",매우 불안,3.3
"연령별","50~59세",매우 안전,3.3
"연령별","50~59세",비교적 안전,32.4
"연령별","50~59세",보통,44.4
"연령별","50~59세",비교적 불안,18.2
"연령별","50~59세",매우 불안,1.7
"연령별","60세 이상",매우 안전,2.3
"연령별","60세 이상",비교적 안전,28.0
"연령별","60세 이상",보통,47.5
"연령별","60세 이상",비교적 불안,19.3
"연령별","60세 이상",매우 불안,2.9
"가구원수별","1인가구",매우 안전,3.1
"가구원수별","1인가구",비교적 안전,32.6
"가구원수별","1인가구",보통,44.1
"가구원수별","1인가구",비교적 불안,17.1
"가구원수별","1인가구",매우 불안,3.2
"가구원수별","2인가구",매우 안전,3.1
"가구원수별","2인가구",비교적 안전,30.1
"가구원수별","2인가구",보통,46.6
"가구원수별","2인가구",비교적 불안,17.4
"가구원수별","2인가구",매우 불안,2.8
"가구원수별","3인가구",매우 안전,3.3
"가구원수별","3인가구",비교적 안전,32.1
"가구원수별","3인가구",보통,43.7
"가구원수별","3인가구",비교적 불안,18.5
"가구원수별","3인가구",매우 불안,2.4
"가구원수별","4인가구",매우 안전,3.2
"가구원수별","4인가구",비교적 안전,34.8
"가구원수별","4인가구",보통,40.7
"가구원수별","4인가구",비교적 불안,18.6
"가구원수별","4인가구",매우 불안,2.6
"가구원수별","5인가구이상",매우 안전,5.5
"가구원수별","5인가구이상",비교적 안전,37.1
"가구원수별","5인가구이상",보통,34.7
"가구원수별","5인가구이상",비교적 불안,19.1
"가구원수별","5인가구이상",매우 불안,3.6
